"OTUid"	"percConfid"	"genusSpecies"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"
"OTU_10144"	0.94	"Anaeromyxobacter"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Cystobacteraceae"	"Anaeromyxobacter"	"unidentified"
"OTU_10145"	0.45	"unidentified"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_10146"	1	"Saccharibacteria_genera_incertae_sedis"	"Bacteria"	"Candidatus Saccharibacteria"	"Saccharibacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_10147"	0.37	"unidentified"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"unidentified"	"unidentified"
"OTU_10148"	0.98	"Spartobacteria_genera_incertae_sedis"	"Bacteria"	"Verrucomicrobia"	"Spartobacteria"	"Spartobacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"
"OTU_10149"	0.55	"Bdellovibrio"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"	"unidentified"
"OTU_1015"	1	"Patulibacter"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Patulibacteraceae"	"Patulibacter"	"unidentified"
"OTU_10150"	1	"Larkinella"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Larkinella"	"unidentified"
"OTU_10151"	0.06	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_10152"	0.38	"unidentified"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"unidentified"	"unidentified"
"OTU_1016"	0.67	"Nocardioides"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardioidaceae"	"Nocardioides"	"unidentified"
"OTU_1017"	0.46	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"unidentified"	"unidentified"
"OTU_1018"	0.5	"Spartobacteria_genera_incertae_sedis"	"Bacteria"	"Verrucomicrobia"	"Spartobacteria"	"Spartobacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"
"OTU_1019"	0.25	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_102"	0.55	"Acidocella"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Acidocella"	"unidentified"
"OTU_1020"	1	"Gp3"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp3"	"Gp3"	"unidentified"	"unidentified"	"unidentified"
"OTU_1021"	0.71	"Armatimonadetes_gp5"	"Bacteria"	"Armatimonadetes"	"Armatimonadetes_gp5"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1022"	0.1	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1023"	0.48	"unidentified"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"unidentified"	"unidentified"
"OTU_1024"	0.32	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"unidentified"	"unidentified"
"OTU_1025"	1	"Mucilaginibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	"unidentified"
"OTU_1026"	1	"Propionibacterium"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Propionibacteriaceae"	"Propionibacterium"	"unidentified"
"OTU_1027"	0.41	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1028"	0.53	"Bryobacter"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp3"	"Bryobacter"	"unidentified"	"unidentified"	"unidentified"
"OTU_1029"	1	"Nocardioides"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardioidaceae"	"Nocardioides"	"unidentified"
"OTU_103"	1	"Chitinophaga"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Chitinophaga"	"unidentified"
"OTU_1030"	0.61	"Chryseolinea"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Chryseolinea"	"unidentified"	"unidentified"
"OTU_1031"	1	"Mucilaginibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	"unidentified"
"OTU_1032"	0.33	"unidentified"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"unidentified"	"unidentified"
"OTU_1033"	0.16	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1034"	0.87	"Duganella"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Duganella"	"unidentified"
"OTU_1035"	1	"Candidatus Endomicrobium"	"Bacteria"	"Elusimicrobia"	"Endomicrobia"	"Candidatus Endomicrobium"	"unidentified"	"unidentified"	"unidentified"
"OTU_1036"	0.53	"Kofleria"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Kofleriaceae"	"Kofleria"	"unidentified"
"OTU_1037"	0.27	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	"unidentified"
"OTU_1038"	0.31	"unidentified"	"Bacteria"	"Bacteroidetes"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1039"	1	"Treponema"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Treponema"	"unidentified"
"OTU_104"	0.91	"Frondihabitans"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"Frondihabitans"	"unidentified"
"OTU_1040"	0.45	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"unidentified"	"unidentified"
"OTU_1041"	0.31	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1042"	0.65	"Anaerobacterium"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Anaerobacterium"	"unidentified"
"OTU_1043"	1	"Prosthecobacter"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Prosthecobacter"	"unidentified"
"OTU_1044"	1	"Mucilaginibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	"unidentified"
"OTU_1045"	0.89	"Nakamurella"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nakamurellaceae"	"Nakamurella"	"unidentified"
"OTU_1046"	0.68	"Phycisphaera"	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"Phycisphaera"	"unidentified"
"OTU_1047"	1	"Gemmata"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Gemmata"	"unidentified"
"OTU_1048"	0.94	"Gemmatimonas"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Gemmatimonas"	"unidentified"
"OTU_1049"	0.16	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"unidentified"	"unidentified"
"OTU_105"	0.54	"Chitinophaga"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Chitinophaga"	"unidentified"
"OTU_1050"	1	"Subdivision3_genera_incertae_sedis"	"Bacteria"	"Verrucomicrobia"	"Subdivision3"	"Subdivision3_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"
"OTU_1051"	0.19	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1052"	0.68	"Alsobacter"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiales_incertae_sedis"	"Alsobacter"	"unidentified"
"OTU_1053"	0.51	"Telmatospirillum"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Telmatospirillum"	"unidentified"
"OTU_1054"	0.62	"Niastella"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Niastella"	"unidentified"
"OTU_1055"	1	"Actinomycetospora"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Actinomycetospora"	"unidentified"
"OTU_1056"	1	"Kineosporia"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Kineosporiaceae"	"Kineosporia"	"unidentified"
"OTU_1057"	1	"Pedomicrobium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Pedomicrobium"	"unidentified"
"OTU_1058"	0.94	"Nocardioides"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardioidaceae"	"Nocardioides"	"unidentified"
"OTU_1059"	0.92	"Chryseolinea"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Chryseolinea"	"unidentified"	"unidentified"
"OTU_106"	1	"Caulobacter"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Caulobacter"	"unidentified"
"OTU_1060"	0.58	"Povalibacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Sinobacteraceae"	"Povalibacter"	"unidentified"
"OTU_1061"	0.78	"Luteolibacter"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Luteolibacter"	"unidentified"
"OTU_1062"	0.21	"unidentified"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1063"	0.68	"Brevifollis"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Brevifollis"	"unidentified"
"OTU_1064"	0.08	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1065"	0.82	"Aquisphaera"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Aquisphaera"	"unidentified"
"OTU_1066"	0.25	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micromonosporaceae"	"unidentified"	"unidentified"
"OTU_1067"	0.15	"unidentified"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1068"	1	"Gp7"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp7"	"Gp7"	"unidentified"	"unidentified"	"unidentified"
"OTU_1069"	0.49	"unidentified"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_107"	1	"Hyphomicrobium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Hyphomicrobium"	"unidentified"
"OTU_1070"	0.45	"unidentified"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiales_incertae_sedis"	"unidentified"	"unidentified"
"OTU_1071"	0.88	"Ohtaekwangia"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Ohtaekwangia"	"unidentified"	"unidentified"
"OTU_1072"	0.39	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	"unidentified"
"OTU_1073"	0.66	"Ohtaekwangia"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Ohtaekwangia"	"unidentified"	"unidentified"
"OTU_1074"	1	"Mucilaginibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	"unidentified"
"OTU_1075"	0.89	"Chryseolinea"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Chryseolinea"	"unidentified"	"unidentified"
"OTU_1076"	0.92	"Pigmentiphaga"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Pigmentiphaga"	"unidentified"
"OTU_1077"	1	"Flavobacterium"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"unidentified"
"OTU_1078"	0.98	"Anaerovorax"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales_Incertae Sedis XIII"	"Anaerovorax"	"unidentified"
"OTU_1079"	0.4	"unidentified"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"unidentified"	"unidentified"
"OTU_108"	0.92	"Roseomonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"unidentified"
"OTU_1080"	0.53	"Flavisolibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Flavisolibacter"	"unidentified"
"OTU_1081"	0.47	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1082"	0.39	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1083"	0.42	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1084"	0.53	"Granulicella"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp1"	"Granulicella"	"unidentified"	"unidentified"	"unidentified"
"OTU_1085"	0.79	"Filimonas"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Filimonas"	"unidentified"
"OTU_1086"	0.84	"Flavobacterium"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"unidentified"
"OTU_1087"	0.09	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1088"	1	"Ochrobactrum"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Brucellaceae"	"Ochrobactrum"	"unidentified"
"OTU_1089"	0.32	"unidentified"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"unidentified"	"unidentified"	"unidentified"
"OTU_109"	0.68	"Microbacterium"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"Microbacterium"	"unidentified"
"OTU_1090"	1	"Gp7"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp7"	"Gp7"	"unidentified"	"unidentified"	"unidentified"
"OTU_1091"	0.45	"unidentified"	"Bacteria"	"Verrucomicrobia"	"Spartobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1092"	0.46	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	"unidentified"
"OTU_1093"	1	"Terrimonas"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Terrimonas"	"unidentified"
"OTU_1094"	0.31	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1095"	0.96	"Flavobacterium"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"unidentified"
"OTU_1096"	0.94	"Armatimonadetes_gp5"	"Bacteria"	"Armatimonadetes"	"Armatimonadetes_gp5"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1097"	0.25	"unidentified"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1098"	0.37	"unidentified"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"unidentified"	"unidentified"
"OTU_1099"	0.99	"Variovorax"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Variovorax"	"unidentified"
"OTU_11"	0.58	"Angulomicrobium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Angulomicrobium"	"unidentified"
"OTU_110"	1	"Aeromicrobium"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardioidaceae"	"Aeromicrobium"	"unidentified"
"OTU_1100"	1	"Ramlibacter"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Ramlibacter"	"unidentified"
"OTU_1101"	0.06	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1102"	0.98	"Niastella"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Niastella"	"unidentified"
"OTU_1103"	0.61	"Aquihabitans"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiales"	"Iamiaceae"	"Aquihabitans"	"unidentified"
"OTU_1104"	0.04	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1105"	1	"WPS-1_genera_incertae_sedis"	"Bacteria"	"candidate division WPS-1"	"WPS-1_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1106"	0.34	"unidentified"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"unidentified"	"unidentified"
"OTU_1107"	0.16	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1108"	0.88	"Burkholderia"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Burkholderia"	"unidentified"
"OTU_1109"	0.29	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	"unidentified"
"OTU_111"	0.22	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1110"	0.14	"unidentified"	"Bacteria"	"Proteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1111"	1	"Microlunatus"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Propionibacteriaceae"	"Microlunatus"	"unidentified"
"OTU_1112"	0.99	"Gp3"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp3"	"Gp3"	"unidentified"	"unidentified"	"unidentified"
"OTU_1113"	0.24	"unidentified"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Cryomorphaceae"	"unidentified"	"unidentified"
"OTU_1114"	1	"Flavobacterium"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"unidentified"
"OTU_1115"	0.78	"Jahnella"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Polyangiaceae"	"Jahnella"	"unidentified"
"OTU_1116"	0.04	"unidentified"	"Bacteria"	"Proteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1117"	0.61	"Conexibacter"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"unidentified"
"OTU_1118"	0.04	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1119"	0.5	"Conexibacter"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"unidentified"
"OTU_112"	0.17	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1120"	0.65	"Phenylobacterium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	"unidentified"
"OTU_1121"	0.1	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1122"	1	"Armatimonadetes_gp5"	"Bacteria"	"Armatimonadetes"	"Armatimonadetes_gp5"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1123"	1	"Mucilaginibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	"unidentified"
"OTU_1124"	0.94	"Flavobacterium"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"unidentified"
"OTU_1125"	1	"Flavobacterium"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"unidentified"
"OTU_1126"	0.5	"Serinibacter"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Beutenbergiaceae"	"Serinibacter"	"unidentified"
"OTU_1127"	0.31	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"unidentified"	"unidentified"
"OTU_1128"	0.98	"Olivibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Olivibacter"	"unidentified"
"OTU_1129"	0.05	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_113"	0.98	"Mucilaginibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	"unidentified"
"OTU_1130"	0.97	"Caenimonas"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Caenimonas"	"unidentified"
"OTU_1131"	1	"Chitinophaga"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Chitinophaga"	"unidentified"
"OTU_1132"	0.15	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	"unidentified"
"OTU_1133"	0.65	"Trichococcus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Trichococcus"	"unidentified"
"OTU_1134"	0.57	"Povalibacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Sinobacteraceae"	"Povalibacter"	"unidentified"
"OTU_1135"	1	"Saccharibacteria_genera_incertae_sedis"	"Bacteria"	"Candidatus Saccharibacteria"	"Saccharibacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1136"	0.95	"Aureimonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Aurantimonadaceae"	"Aureimonas"	"unidentified"
"OTU_1137"	0.97	"Armatimonadetes_gp5"	"Bacteria"	"Armatimonadetes"	"Armatimonadetes_gp5"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_1138"	0.29	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"unidentified"	"unidentified"	"unidentified"
"OTU_1139"	0.29	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_114"	0.99	"Labrys"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Labrys"	"unidentified"
"OTU_1140"	0.2	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
